CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,Price,ln_Price
0.17331,0,9.69,0,0.585,5.712,54,2.3817,6,391,19.2,396.9,12.01,21.8,3.08190997
0.27957,0,9.69,0,0.585,5.926,42.6,2.3817,6,391,19.2,396.9,13.59,24.5,3.198673118
0.17899,0,9.69,0,0.585,5.712,32.2,2.7986,6,391,19.2,393.29,17.6,23.1,3.139832618
0.2896,0,9.69,0,0.585,5.712,72.9,2.7986,6,391,19.2,396.9,19.805,19.7,2.980618636
0.26838,0,9.69,0,0.585,5.794,70.6,2.8927,6,391,19.2,396.9,14.1,18.3,2.90690106
0.23912,0,9.69,0,0.585,6.019,65.3,2.4091,6,391,19.2,396.9,12.92,21.2,3.054001182
0.17783,0,9.69,0,0.585,5.712,73.5,2.3999,6,391,19.2,395.77,15.1,17.5,2.862200881
0.22438,0,9.69,0,0.585,6.027,79.7,2.4982,6,391,19.2,396.9,14.33,16.8,2.821378886
0.06263,0,11.93,0,0.573,6.593,69.1,2.4786,3,273,20.2,391.99,9.67,22.4,3.109060959
0.05077,0,11.93,0,0.573,6.12,76.7,2.2875,3,273,20.2,396.9,9.08,20.6,3.025291076
0.06076,0,11.93,0,0.573,6.94,91,2.1675,3,273,20.2,396.9,5.64,23.9,3.173878459
0.10959,0,11.93,0,0.573,6.794,89.3,2.3889,3,273,20.2,393.45,6.48,22,3.091042453
0.05077,0,11.93,0,0.573,6.03,80.8,2.505,3,273,20.2,396.9,7.88,13.975,2.637265207
